building,geometry
house,"POLYGON ((72.9855537 33.6883069, 72.9856486 33.6881818, 72.9857283 33.6882237, 72.9856334 33.6883488, 72.9855537 33.6883069))"
house,"POLYGON ((72.9858022 33.6884373, 72.9858962 33.6883171, 72.9859645 33.6883541, 72.9858706 33.6884743, 72.9858022 33.6884373))"
house,"POLYGON ((72.9859546 33.6885191, 72.9860495 33.688394, 72.9861292 33.6884359, 72.9860343 33.6885609, 72.9859546 33.6885191))"
house,"POLYGON ((72.986472 33.68847, 72.9865724 33.6883378, 72.9866514 33.6883793, 72.9865511 33.6885116, 72.986472 33.68847))"
house,"POLYGON ((72.9863792 33.6884251, 72.9864795 33.6882929, 72.9865585 33.6883344, 72.9864582 33.6884666, 72.9863792 33.6884251))"
house,"POLYGON ((72.9862942 33.6883774, 72.9863946 33.6882452, 72.9864735 33.6882867, 72.9863732 33.6884189, 72.9862942 33.6883774))"
house,"POLYGON ((72.9862102 33.6883345, 72.9863105 33.6882023, 72.9863895 33.6882438, 72.9862892 33.688376, 72.9862102 33.6883345))"
house,"POLYGON ((72.9861223 33.6882884, 72.9862227 33.6881562, 72.9863017 33.6881977, 72.9862014 33.68833, 72.9861223 33.6882884))"
house,"POLYGON ((72.9856276 33.6880308, 72.9857279 33.6878986, 72.9858069 33.6879401, 72.9857066 33.6880723, 72.9856276 33.6880308))"
house,"POLYGON ((72.9857155 33.6880769, 72.9858158 33.6879447, 72.9858948 33.6879862, 72.9857945 33.6881184, 72.9857155 33.6880769))"
house,"POLYGON ((72.9857995 33.6881198, 72.9858998 33.6879876, 72.9859788 33.6880291, 72.9858785 33.6881613, 72.9857995 33.6881198))"
house,"POLYGON ((72.9858845 33.6881675, 72.9859848 33.6880352, 72.9860638 33.6880767, 72.9859635 33.688209, 72.9858845 33.6881675))"
house,"POLYGON ((72.9859773 33.6882124, 72.9860776 33.6880802, 72.9861566 33.6881217, 72.9860563 33.6882539, 72.9859773 33.6882124))"
house,"POLYGON ((72.9854108 33.6876915, 72.9855112 33.6875593, 72.9855902 33.6876008, 72.9854899 33.687733, 72.9854108 33.6876915))"
house,"POLYGON ((72.9854987 33.6877376, 72.985599 33.6876054, 72.985678 33.6876469, 72.9855777 33.6877791, 72.9854987 33.6877376))"
house,"POLYGON ((72.9855827 33.6877805, 72.9856831 33.6876483, 72.985762 33.6876898, 72.9856617 33.687822, 72.9855827 33.6877805))"
house,"POLYGON ((72.9856677 33.6878282, 72.985768 33.687696, 72.985847 33.6877375, 72.9857467 33.6878697, 72.9856677 33.6878282))"
house,"POLYGON ((72.9857605 33.6878731, 72.9858609 33.6877409, 72.9859399 33.6877824, 72.9858396 33.6879146, 72.9857605 33.6878731))"
house,"POLYGON ((72.9852944 33.6878499, 72.9853948 33.6877176, 72.9854738 33.6877591, 72.9853735 33.6878914, 72.9852944 33.6878499))"
house,"POLYGON ((72.9854573 33.6879421, 72.9855576 33.6878099, 72.9856366 33.6878514, 72.9855363 33.6879836, 72.9854573 33.6879421))"
house,"POLYGON ((72.9855415 33.6879866, 72.9856418 33.6878543, 72.9857208 33.6878958, 72.9856205 33.6880281, 72.9855415 33.6879866))"
house,"POLYGON ((72.9859157 33.6879543, 72.986016 33.6878221, 72.986095 33.6878636, 72.9859947 33.6879958, 72.9859157 33.6879543))"
house,"POLYGON ((72.9860787 33.6880399, 72.9861791 33.6879077, 72.986258 33.6879492, 72.9861577 33.6880814, 72.9860787 33.6880399))"
house,"POLYGON ((72.9861602 33.6880811, 72.9862606 33.6879489, 72.9863396 33.6879904, 72.9862393 33.6881226, 72.9861602 33.6880811))"
house,"POLYGON ((72.986246 33.6881315, 72.9863463 33.6879993, 72.9864253 33.6880408, 72.986325 33.688173, 72.986246 33.6881315))"
house,"POLYGON ((72.9863339 33.6881776, 72.9864342 33.6880454, 72.9865132 33.6880869, 72.9864129 33.6882191, 72.9863339 33.6881776))"
house,"POLYGON ((72.9864179 33.6882205, 72.9865182 33.6880883, 72.9865972 33.6881298, 72.9864969 33.688262, 72.9864179 33.6882205))"
house,"POLYGON ((72.9865029 33.6882682, 72.9866032 33.688136, 72.9866822 33.6881774, 72.9865819 33.6883097, 72.9865029 33.6882682))"
house,"POLYGON ((72.9865957 33.6883131, 72.986696 33.6881809, 72.986775 33.6882224, 72.9866747 33.6883546, 72.9865957 33.6883131))"
house,"POLYGON ((72.9864505 33.687839, 72.9865508 33.6877068, 72.9866298 33.6877483, 72.9865295 33.6878806, 72.9864505 33.687839))"
house,"POLYGON ((72.9865383 33.6878851, 72.9866387 33.6877529, 72.9867177 33.6877944, 72.9866174 33.6879266, 72.9865383 33.6878851))"
house,"POLYGON ((72.9866224 33.687928, 72.9867227 33.6877958, 72.9868017 33.6878373, 72.9867014 33.6879695, 72.9866224 33.687928))"
house,"POLYGON ((72.9867074 33.6879757, 72.9868077 33.6878435, 72.9868867 33.687885, 72.9867864 33.6880172, 72.9867074 33.6879757))"
house,"POLYGON ((72.9868002 33.6880206, 72.9869005 33.6878884, 72.9869795 33.6879299, 72.9868792 33.6880621, 72.9868002 33.6880206))"
house,"POLYGON ((72.98666 33.6877272, 72.9867603 33.687595, 72.9868393 33.6876365, 72.986739 33.6877687, 72.98666 33.6877272))"
house,"POLYGON ((72.986744 33.6877701, 72.9868443 33.6876379, 72.9869233 33.6876794, 72.986823 33.6878116, 72.986744 33.6877701))"
house,"POLYGON ((72.986829 33.6878178, 72.9869293 33.6876856, 72.9870083 33.6877271, 72.986908 33.6878593, 72.986829 33.6878178))"
house,"POLYGON ((72.9869218 33.6878627, 72.9870221 33.6877305, 72.9871011 33.687772, 72.9870008 33.6879042, 72.9869218 33.6878627))"
house,"POLYGON ((72.9858651 33.6875366, 72.9859654 33.6874044, 72.9860444 33.6874458, 72.9859441 33.6875781, 72.9858651 33.6875366))"
house,"POLYGON ((72.985953 33.6875827, 72.9860533 33.6874504, 72.9861323 33.6874919, 72.986032 33.6876242, 72.985953 33.6875827))"
house,"POLYGON ((72.986037 33.6876256, 72.9861373 33.6874933, 72.9862163 33.6875348, 72.986116 33.6876671, 72.986037 33.6876256))"
house,"POLYGON ((72.9862926 33.6877564, 72.9863929 33.6876241, 72.9864719 33.6876656, 72.9863716 33.6877979, 72.9862926 33.6877564))"
house,"POLYGON ((72.9868418 33.6874806, 72.9869422 33.6873484, 72.9870212 33.6873899, 72.9869209 33.6875221, 72.9868418 33.6874806))"
house,"POLYGON ((72.9869314 33.6875429, 72.9870317 33.6874106, 72.9871107 33.6874521, 72.9870104 33.6875844, 72.9869314 33.6875429))"
house,"POLYGON ((72.9870222 33.6875849, 72.9871063 33.6874716, 72.987262 33.6875516, 72.987178 33.6876649, 72.9870222 33.6875849))"
house,"POLYGON ((72.9861593 33.6874717, 72.9862596 33.6873395, 72.9863386 33.687381, 72.9862383 33.6875132, 72.9861593 33.6874717))"
house,"POLYGON ((72.9860753 33.6874288, 72.9861756 33.6872966, 72.9862546 33.6873381, 72.9861543 33.6874703, 72.9860753 33.6874288))"
house,"POLYGON ((72.9859874 33.6873827, 72.9860878 33.6872505, 72.9861668 33.687292, 72.9860665 33.6874242, 72.9859874 33.6873827))"
house,"POLYGON ((72.9865001 33.6873182, 72.9866004 33.687186, 72.9866794 33.6872275, 72.9865791 33.6873597, 72.9865001 33.6873182))"
house,"POLYGON ((72.9864161 33.6872753, 72.9865164 33.6871431, 72.9865954 33.6871846, 72.9864951 33.6873168, 72.9864161 33.6872753))"
house,"POLYGON ((72.9863282 33.6872292, 72.9864286 33.687097, 72.9865076 33.6871385, 72.9864073 33.6872708, 72.9863282 33.6872292))"
house,"POLYGON ((72.9862475 33.6871848, 72.9863479 33.6870526, 72.9864268 33.6870941, 72.9863265 33.6872263, 72.9862475 33.6871848))"
house,"POLYGON ((72.9861635 33.6871419, 72.9862638 33.6870097, 72.9863428 33.6870512, 72.9862425 33.6871834, 72.9861635 33.6871419))"
house,"POLYGON ((72.9860756 33.6870958, 72.986176 33.6869636, 72.986255 33.6870051, 72.9861547 33.6871373, 72.9860756 33.6870958))"
house,"POLYGON ((72.9859896 33.6870469, 72.9860899 33.6869147, 72.9861689 33.6869562, 72.9860686 33.6870884, 72.9859896 33.6870469))"
house,"POLYGON ((72.9859056 33.687004, 72.9860059 33.6868718, 72.9860849 33.6869133, 72.9859846 33.6870455, 72.9859056 33.687004))"
house,"POLYGON ((72.985904 33.6873371, 72.9860044 33.6872049, 72.9860834 33.6872464, 72.9859831 33.6873786, 72.985904 33.6873371))"
house,"POLYGON ((72.98582 33.6872942, 72.9859204 33.687162, 72.9859993 33.6872035, 72.985899 33.6873357, 72.98582 33.6872942))"
house,"POLYGON ((72.9857322 33.6872481, 72.9858325 33.6871159, 72.9859115 33.6871574, 72.9858112 33.6872897, 72.9857322 33.6872481))"
house,"POLYGON ((72.9857076 33.6874472, 72.9858079 33.687315, 72.9858869 33.6873565, 72.9857866 33.6874887, 72.9857076 33.6874472))"
house,"POLYGON ((72.9856236 33.6874043, 72.9857239 33.6872721, 72.9858029 33.6873136, 72.9857026 33.6874458, 72.9856236 33.6874043))"
house,"POLYGON ((72.9854884 33.6873249, 72.9855887 33.6871927, 72.9856677 33.6872342, 72.9855674 33.6873664, 72.9854884 33.6873249))"
house,"POLYGON ((72.9850726 33.6877435, 72.9851729 33.6876113, 72.9852519 33.6876528, 72.9851516 33.687785, 72.9850726 33.6877435))"
house,"POLYGON ((72.9849885 33.6877006, 72.9850889 33.6875684, 72.9851679 33.6876099, 72.9850676 33.6877421, 72.9849885 33.6877006))"
house,"POLYGON ((72.9841524 33.6872544, 72.9842527 33.6871221, 72.9843317 33.6871636, 72.9842314 33.6872959, 72.9841524 33.6872544))"
house,"POLYGON ((72.9840683 33.6872115, 72.9841687 33.6870792, 72.9842477 33.6871207, 72.9841473 33.687253, 72.9840683 33.6872115))"
house,"POLYGON ((72.9839805 33.6871654, 72.9840808 33.6870331, 72.9841598 33.6870746, 72.9840595 33.6872069, 72.9839805 33.6871654))"
house,"POLYGON ((72.9845748 33.6874753, 72.9846751 33.6873431, 72.9847541 33.6873846, 72.9846538 33.6875168, 72.9845748 33.6874753))"
house,"POLYGON ((72.9844908 33.6874324, 72.9845911 33.6873002, 72.9846701 33.6873417, 72.9845698 33.6874739, 72.9844908 33.6874324))"
house,"POLYGON ((72.9844029 33.6873863, 72.9845032 33.6872541, 72.9845822 33.6872956, 72.9844819 33.6874278, 72.9844029 33.6873863))"
house,"POLYGON ((72.9847454 33.6875694, 72.9848458 33.6874372, 72.9849248 33.6874787, 72.9848245 33.6876109, 72.9847454 33.6875694))"
house,"POLYGON ((72.9846576 33.6875233, 72.9847579 33.6873911, 72.9848369 33.6874326, 72.9847366 33.6875648, 72.9846576 33.6875233))"
house,"POLYGON ((72.9841014 33.6870019, 72.9842017 33.6868697, 72.9842807 33.6869112, 72.9841804 33.6870435, 72.9841014 33.6870019))"
house,"POLYGON ((72.9842733 33.6870909, 72.9843736 33.6869587, 72.9844526 33.6870002, 72.9843523 33.6871324, 72.9842733 33.6870909))"
house,"POLYGON ((72.9841893 33.687048, 72.9842896 33.6869158, 72.9843686 33.6869573, 72.9842683 33.6870895, 72.9841893 33.687048))"
house,"POLYGON ((72.9843567 33.6871365, 72.984457 33.6870043, 72.984536 33.6870458, 72.9844357 33.687178, 72.9843567 33.6871365))"
house,"POLYGON ((72.9844445 33.6871826, 72.9845449 33.6870504, 72.9846239 33.6870919, 72.9845236 33.6872241, 72.9844445 33.6871826))"
house,"POLYGON ((72.9845269 33.6872281, 72.9846273 33.6870959, 72.9847063 33.6871374, 72.984606 33.6872696, 72.9845269 33.6872281))"
house,"POLYGON ((72.9846988 33.6873171, 72.9847992 33.6871849, 72.9848782 33.6872264, 72.9847778 33.6873586, 72.9846988 33.6873171))"
house,"POLYGON ((72.9846148 33.6872742, 72.9847151 33.687142, 72.9847941 33.6871834, 72.9846938 33.6873157, 72.9846148 33.6872742))"
house,"POLYGON ((72.9847822 33.6873626, 72.9848825 33.6872304, 72.9849615 33.6872719, 72.9848612 33.6874042, 72.9847822 33.6873626))"
house,"POLYGON ((72.9848701 33.6874087, 72.9849704 33.6872765, 72.9850494 33.687318, 72.9849491 33.6874502, 72.9848701 33.6874087))"
house,"POLYGON ((72.9849536 33.687451, 72.98505 33.6873219, 72.9851196 33.687358, 72.9850232 33.687487, 72.9849536 33.687451))"
house,"POLYGON ((72.9851166 33.6875368, 72.9852169 33.6874045, 72.9852959 33.687446, 72.9851956 33.6875783, 72.9851166 33.6875368))"
house,"POLYGON ((72.9850326 33.6874939, 72.9851329 33.6873616, 72.9852119 33.6874031, 72.9851116 33.6875354, 72.9850326 33.6874939))"
house,"POLYGON ((72.9852878 33.6876284, 72.9853882 33.6874962, 72.9854671 33.6875377, 72.9853668 33.6876699, 72.9852878 33.6876284))"
house,"POLYGON ((72.9843062 33.6867129, 72.9844065 33.6865806, 72.9844855 33.6866221, 72.9843852 33.6867544, 72.9843062 33.6867129))"
house,"POLYGON ((72.9843941 33.686759, 72.9844944 33.6866267, 72.9845734 33.6866682, 72.9844731 33.6868005, 72.9843941 33.686759))"
house,"POLYGON ((72.9844781 33.6868019, 72.9845784 33.6866696, 72.9846574 33.6867111, 72.9845571 33.6868434, 72.9844781 33.6868019))"
house,"POLYGON ((72.9846493 33.6868935, 72.9847497 33.6867613, 72.9848287 33.6868028, 72.9847284 33.686935, 72.9846493 33.6868935))"
house,"POLYGON ((72.9847317 33.686939, 72.9848321 33.6868068, 72.9849111 33.6868483, 72.9848108 33.6869805, 72.9847317 33.686939))"
house,"POLYGON ((72.9848196 33.6869851, 72.9849199 33.6868529, 72.9849989 33.6868944, 72.9848986 33.6870266, 72.9848196 33.6869851))"
house,"POLYGON ((72.9848984 33.6870329, 72.9849988 33.6869007, 72.9850777 33.6869422, 72.9849774 33.6870744, 72.9848984 33.6870329))"
house,"POLYGON ((72.9849863 33.687079, 72.9850866 33.6869468, 72.9851656 33.6869883, 72.9850653 33.6871205, 72.9849863 33.687079))"
house,"POLYGON ((72.9850703 33.6871219, 72.9851706 33.6869897, 72.9852496 33.6870312, 72.9851493 33.6871634, 72.9850703 33.6871219))"
house,"POLYGON ((72.9852415 33.6872136, 72.9853419 33.6870813, 72.9854209 33.6871228, 72.9853206 33.6872551, 72.9852415 33.6872136))"
house,"POLYGON ((72.9850962 33.6869063, 72.9851965 33.6867741, 72.9852755 33.6868155, 72.9851752 33.6869478, 72.9850962 33.6869063))"
house,"POLYGON ((72.9854338 33.6870863, 72.9855342 33.6869541, 72.9856132 33.6869956, 72.9855129 33.6871278, 72.9854338 33.6870863))"
house,"POLYGON ((72.9855217 33.6871324, 72.985622 33.6870002, 72.985701 33.6870417, 72.9856007 33.6871739, 72.9855217 33.6871324))"
house,"POLYGON ((72.9851944 33.6866257, 72.9852948 33.6864935, 72.9853738 33.686535, 72.9852735 33.6866673, 72.9851944 33.6866257))"
house,"POLYGON ((72.9852778 33.6866713, 72.9853782 33.6865391, 72.9854572 33.6865806, 72.9853568 33.6867128, 72.9852778 33.6866713))"
house,"POLYGON ((72.9853657 33.6867174, 72.985466 33.6865852, 72.985545 33.6866267, 72.9854447 33.6867589, 72.9853657 33.6867174))"
house,"POLYGON ((72.9854481 33.6867629, 72.9855484 33.6866307, 72.9856274 33.6866722, 72.9855271 33.6868044, 72.9854481 33.6867629))"
house,"POLYGON ((72.9855359 33.686809, 72.9856363 33.6866768, 72.9857153 33.6867183, 72.985615 33.6868505, 72.9855359 33.686809))"
house,"POLYGON ((72.9848519 33.6867796, 72.9849522 33.6866473, 72.9850312 33.6866888, 72.9849309 33.6868211, 72.9848519 33.6867796))"
house,"POLYGON ((72.9845975 33.6863054, 72.9846978 33.6861732, 72.9847768 33.6862147, 72.9846765 33.6863469, 72.9845975 33.6863054))"
house,"POLYGON ((72.9848476 33.6860446, 72.9849679 33.6858788, 72.9850767 33.6859335, 72.9849563 33.6860993, 72.9848476 33.6860446))"
house,"POLYGON ((72.9849939 33.6858347, 72.9851142 33.6856689, 72.985223 33.6857236, 72.9851026 33.6858894, 72.9849939 33.6858347))"
house,"POLYGON ((72.9852788 33.685977, 72.9853991 33.6858112, 72.9855079 33.6858658, 72.9853875 33.6860316, 72.9852788 33.685977))"
house,"POLYGON ((72.9851241 33.6861717, 72.9852444 33.6860059, 72.9853532 33.6860606, 72.9852329 33.6862263, 72.9851241 33.6861717))"
house,"POLYGON ((72.9854131 33.6860464, 72.9855334 33.6858806, 72.9856422 33.6859352, 72.9855218 33.686101, 72.9854131 33.6860464))"
house,"POLYGON ((72.9857123 33.6861785, 72.9858326 33.6860127, 72.9859414 33.6860673, 72.985821 33.6862331, 72.9857123 33.6861785))"
house,"POLYGON ((72.9855617 33.6861091, 72.985682 33.6859432, 72.9857908 33.6859979, 72.9856704 33.6861637, 72.9855617 33.6861091))"
house,"POLYGON ((72.9859666 33.6863444, 72.986087 33.6861786, 72.9861957 33.6862333, 72.9860754 33.6863991, 72.9859666 33.6863444))"
house,"POLYGON ((72.9861111 33.6864122, 72.9862315 33.6862464, 72.9863402 33.686301, 72.9862199 33.6864668, 72.9861111 33.6864122))"
house,"POLYGON ((72.9862556 33.6864867, 72.986376 33.6863209, 72.9864847 33.6863755, 72.9863644 33.6865413, 72.9862556 33.6864867))"
house,"POLYGON ((72.986394 33.6865595, 72.9865143 33.6863937, 72.9866231 33.6864483, 72.9865027 33.6866141, 72.986394 33.6865595))"
house,"POLYGON ((72.9862414 33.686772, 72.9863617 33.6866062, 72.9864705 33.6866609, 72.9863501 33.6868266, 72.9862414 33.686772))"
house,"POLYGON ((72.985814 33.6865569, 72.9859343 33.6863911, 72.9860431 33.6864458, 72.9859227 33.6866116, 72.985814 33.6865569))"
house,"POLYGON ((72.986103 33.6866992, 72.9862233 33.6865334, 72.9863321 33.686588, 72.9862117 33.6867538, 72.986103 33.6866992))"
house,"POLYGON ((72.9859585 33.6866247, 72.9860788 33.6864589, 72.9861876 33.6865135, 72.9860672 33.6866793, 72.9859585 33.6866247))"
house,"POLYGON ((72.9856756 33.6864858, 72.985796 33.68632, 72.9859047 33.6863747, 72.9857844 33.6865405, 72.9856756 33.6864858))"
house,"POLYGON ((72.9855372 33.686413, 72.9856576 33.6862472, 72.9857663 33.6863019, 72.985646 33.6864677, 72.9855372 33.686413))"
house,"POLYGON ((72.9853928 33.6863385, 72.9855131 33.6861727, 72.9856218 33.6862274, 72.9855015 33.6863931, 72.9853928 33.6863385))"
house,"POLYGON ((72.9868153 33.6867889, 72.9869356 33.6866231, 72.9870444 33.6866778, 72.986924 33.6868436, 72.9868153 33.6867889))"
house,"POLYGON ((72.9866769 33.6867161, 72.9867972 33.6865503, 72.986906 33.686605, 72.9867856 33.6867708, 72.9866769 33.6867161))"
house,"POLYGON ((72.9865243 33.6869193, 72.9866446 33.6867535, 72.9867534 33.6868082, 72.986633 33.686974, 72.9865243 33.6869193))"
house,"POLYGON ((72.9861987 33.6886561, 72.9862932 33.6885237, 72.9864429 33.6885976, 72.9863484 33.68873, 72.9861987 33.6886561))"
house,"POLYGON ((72.9858804 33.6884738, 72.9859723 33.6883521, 72.9860438 33.6883906, 72.9859551 33.6885129, 72.9858804 33.6884738))"
house,"POLYGON ((72.9854586 33.6882676, 72.9855535 33.6881425, 72.9856333 33.6881844, 72.9855384 33.6883095, 72.9854586 33.6882676))"
yes,"POLYGON ((72.9923539 33.6887864, 72.9925445 33.6888563, 72.9927339 33.6885809, 72.9925457 33.6885021, 72.9923539 33.6887864))"
yes,"POLYGON ((72.9922574 33.6889377, 72.9924229 33.6890209, 72.9925161 33.6889007, 72.9923456 33.688814, 72.9922574 33.6889377))"
house,"POLYGON ((72.9951527 33.6848463, 72.9952854 33.6849146, 72.995426 33.6847252, 72.9952933 33.6846569, 72.9951527 33.6848463))"
house,"POLYGON ((72.9950099 33.6847747, 72.9951425 33.6848429, 72.9952832 33.6846535, 72.9952265 33.6846243, 72.9951505 33.6845852, 72.9950099 33.6847747))"
yes,"POLYGON ((72.9983495 33.6830351, 72.9986638 33.6831373, 72.9988722 33.6828739, 72.9984239 33.682812, 72.9983495 33.6830351))"
house,"POLYGON ((72.9925519 33.6865864, 72.9924395 33.6867354, 72.9923404 33.6866836, 72.9924528 33.6865346, 72.9925519 33.6865864))"
house,"POLYGON ((72.9971612 33.6817988, 72.9970488 33.6819478, 72.9969497 33.681896, 72.9970622 33.681747, 72.9971612 33.6817988))"
house,"POLYGON ((72.9972906 33.681866, 72.9971782 33.682015, 72.9970791 33.6819632, 72.9971916 33.6818142, 72.9972906 33.681866))"
house,"POLYGON ((72.9974494 33.6819452, 72.9973369 33.6820942, 72.9972379 33.6820424, 72.9973503 33.6818934, 72.9974494 33.6819452))"
house,"POLYGON ((72.9975892 33.682024, 72.9974768 33.682173, 72.9973777 33.6821212, 72.9974901 33.6819722, 72.9975892 33.682024))"
house,"POLYGON ((72.9970163 33.6820041, 72.9969039 33.6821531, 72.9968048 33.6821013, 72.9969173 33.6819523, 72.9970163 33.6820041))"
house,"POLYGON ((72.9971457 33.6820713, 72.9970333 33.6822203, 72.9969342 33.6821685, 72.9970467 33.6820195, 72.9971457 33.6820713))"
house,"POLYGON ((72.9973045 33.6821505, 72.997192 33.6822995, 72.997093 33.6822477, 72.9972054 33.6820987, 72.9973045 33.6821505))"
house,"POLYGON ((72.9974443 33.6822293, 72.9973319 33.6823783, 72.9972328 33.6823265, 72.9973452 33.6821775, 72.9974443 33.6822293))"
house,"POLYGON ((72.9967573 33.6818537, 72.9966448 33.6820027, 72.9965458 33.6819509, 72.9966582 33.6818019, 72.9967573 33.6818537))"
house,"POLYGON ((72.9968971 33.6819325, 72.9967847 33.6820815, 72.9966856 33.6820297, 72.996798 33.6818807, 72.9968971 33.6819325))"
house,"POLYGON ((72.9968924 33.6816703, 72.99678 33.6818193, 72.9966809 33.6817675, 72.9967933 33.6816185, 72.9968924 33.6816703))"
house,"POLYGON ((72.996936 33.6814442, 72.9970907 33.681517, 72.9972471 33.6812869, 72.9970922 33.6812141, 72.996936 33.6814442))"
house,"POLYGON ((72.9971273 33.6815253, 72.9972821 33.6815981, 72.9974384 33.681368, 72.9972835 33.6812952, 72.9971273 33.6815253))"
house,"POLYGON ((72.9973472 33.6816324, 72.997502 33.6817052, 72.9976583 33.6814751, 72.9975035 33.6814023, 72.9973472 33.6816324))"
house,"POLYGON ((72.9975591 33.6817529, 72.9977139 33.6818257, 72.9978702 33.6815957, 72.9977154 33.6815228, 72.9975591 33.6817529))"
house,"POLYGON ((72.9977576 33.6818578, 72.9979124 33.6819306, 72.9980687 33.6817006, 72.9979138 33.6816277, 72.9977576 33.6818578))"
house,"POLYGON ((72.9979909 33.6819761, 72.9981457 33.6820489, 72.998302 33.6818189, 72.9981472 33.681746, 72.9979909 33.6819761))"
