landuse,geometry
construction,"POLYGON ((72.9814395 33.7453734, 72.9810807 33.7461094, 72.9800863 33.745379, 72.9799528 33.7455204, 72.9808651 33.7462988, 72.9822595 33.7470996, 72.9828217 33.7470279, 72.9843981 33.74787, 72.9829427 33.7467361, 72.9814395 33.7453734))"
cemetery,"POLYGON ((73.1069412 33.6376942, 73.1062443 33.6386051, 73.1056845 33.6393245, 73.1051688 33.6391041, 73.1047205 33.6389126, 73.1045045 33.6387579, 73.1050411 33.6379766, 73.1057728 33.6371256, 73.1069412 33.6376942))"
construction,"POLYGON ((73.2184423 33.5645501, 73.2189986 33.5651175, 73.2193918 33.5654212, 73.2198618 33.5657569, 73.2200728 33.5658928, 73.2204373 33.5658528, 73.2204661 33.5661245, 73.2207538 33.5661245, 73.2210895 33.5661006, 73.2220487 33.5649817, 73.2225378 33.5653173, 73.2228256 33.5653093, 73.2235449 33.5651895, 73.2235545 33.5645101, 73.2233915 33.5643263, 73.2196412 33.5643263, 73.2172529 33.5643742, 73.2168213 33.5645661, 73.2169939 33.564646, 73.2184423 33.5645501))"
construction,"POLYGON ((73.2410849 33.5769921, 73.2393388 33.5754455, 73.2364714 33.5769309, 73.2352032 33.576885, 73.2339901 33.5792432, 73.2330159 33.5822904, 73.2329835 33.5823444, 73.2304379 33.5852773, 73.230969 33.5888574, 73.2309757 33.5906506, 73.2313985 33.5924267, 73.2329019 33.5940083, 73.2342842 33.5935291, 73.2364714 33.5918449, 73.2371699 33.5908038, 73.2373537 33.588798, 73.2395961 33.5872515, 73.240607 33.588308, 73.2417466 33.5878181, 73.2454962 33.5863941, 73.247518 33.5846485, 73.2476912 33.5836555, 73.2471235 33.5821297, 73.2443819 33.581954, 73.2419145 33.5814797, 73.2416404 33.5797754, 73.2410849 33.5769921))"
construction,"POLYGON ((73.274569 33.570875, 73.2730859 33.5713727, 73.2736833 33.5722995, 73.2726465 33.5731633, 73.2717539 33.5730432, 73.2708613 33.5722709, 73.2702777 33.572843, 73.2703876 33.5735123, 73.2707309 33.5737526, 73.2708201 33.5740901, 73.2709162 33.5742846, 73.2690993 33.5751131, 73.2676926 33.5756308, 73.2651816 33.5740322, 73.2649083 33.5746996, 73.2674098 33.5767303, 73.2688297 33.5784674, 73.269261 33.57986, 73.2720829 33.58272, 73.2724424 33.5823756, 73.2720649 33.5801295, 73.2704293 33.5802493, 73.269962 33.5781679, 73.2717414 33.5769849, 73.270663 33.5756372, 73.2732512 33.5738102, 73.27406 33.5731513, 73.2758933 33.5724624, 73.274569 33.570875))"
construction,"POLYGON ((73.2328792 33.5416862, 73.2297409 33.5424335, 73.2281531 33.5446443, 73.2275367 33.5452827, 73.2273312 33.5458587, 73.2284147 33.5460922, 73.2286949 33.5469018, 73.2272378 33.5469018, 73.2270323 33.5483808, 73.2292553 33.5478048, 73.2303947 33.5485676, 73.2320012 33.5489101, 73.2332715 33.548303, 73.2336018 33.5481278, 73.2340934 33.5478671, 73.2329726 33.5468551, 73.2318891 33.5450336, 73.2301145 33.5436946, 73.2300585 33.5430563, 73.2322067 33.5423245, 73.2328792 33.5416862))"
greenfield,"POLYGON ((73.196401 33.4747451, 73.19845 33.4750638, 73.1985069 33.4753894, 73.1991249 33.4753148, 73.199255 33.4755589, 73.200125 33.4754029, 73.1998242 33.4750435, 73.2002144 33.4750096, 73.2004421 33.4751113, 73.2006779 33.4750706, 73.2008812 33.4753894, 73.2016374 33.4745958, 73.2023285 33.4731376, 73.2014991 33.4730291, 73.2010845 33.4728189, 73.2008487 33.4727375, 73.2008161 33.4720999, 73.2005316 33.4716726, 73.2000112 33.4710554, 73.1997103 33.4710351, 73.198759 33.4722898, 73.1983687 33.4729206, 73.1965637 33.4720118, 73.1962709 33.4730902, 73.1962872 33.4740126, 73.196401 33.4747451))"
industrial,"POLYGON ((73.1885178 33.4760137, 73.1874512 33.4761684, 73.1870106 33.475946, 73.1867787 33.4751336, 73.187741 33.4747952, 73.1888192 33.4742536, 73.1890743 33.4744373, 73.1930046 33.4725805, 73.1946973 33.475269, 73.1923888 33.4762207, 73.191764 33.4760427, 73.1904192 33.476826, 73.1900018 33.4763811, 73.1896192 33.4765262, 73.1887381 33.47612, 73.1885178 33.4760137))"
construction,"POLYGON ((73.1868568 33.542127, 73.1901584 33.5403748, 73.1922472 33.5413407, 73.1924897 33.5416585, 73.1933802 33.5421861, 73.1949485 33.5420086, 73.1960732 33.5420609, 73.1987285 33.5415735, 73.1992435 33.5418239, 73.1990933 33.5431474, 73.2016808 33.5429115, 73.2019901 33.5405899, 73.2018399 33.5399997, 73.2035994 33.53932, 73.206625 33.5404826, 73.2085132 33.5403753, 73.2089424 33.5400354, 73.2038258 33.5386557, 73.1996714 33.53745, 73.1985482 33.5373769, 73.1975883 33.5377711, 73.1971514 33.5384347, 73.1965032 33.539082, 73.1955149 33.5396691, 73.1948152 33.5399897, 73.1937139 33.5402828, 73.1919234 33.5400888, 73.1885214 33.540059, 73.187644 33.5403724, 73.1868568 33.542127))"
construction,"POLYGON ((73.2101537 33.5400125, 73.209172 33.5403569, 73.2091076 33.540643, 73.2108242 33.5407146, 73.2118757 33.5429859, 73.2134635 33.5430395, 73.2131417 33.5420023, 73.2163307 33.5412048, 73.2143755 33.5394779, 73.2122834 33.5400349, 73.2106097 33.540178, 73.2101537 33.5400125))"
greenfield,"POLYGON ((73.1445598 33.5257324, 73.1436987 33.5248004, 73.1447833 33.5243523, 73.1454779 33.5251375, 73.1445598 33.5257324))"
greenfield,"POLYGON ((73.1454246 33.5245973, 73.1451585 33.5242591, 73.1455966 33.5240291, 73.1455512 33.5239182, 73.1458141 33.5238316, 73.1460932 33.5243267, 73.1454246 33.5245973))"
commercial,"POLYGON ((73.1469898 33.5239922, 73.1467663 33.5234563, 73.1499722 33.5226742, 73.1501878 33.5232433, 73.1486028 33.5236494, 73.1475887 33.523869, 73.1469898 33.5239922))"
commercial,"POLYGON ((73.1535494 33.5225166, 73.1533876 33.5219705, 73.1550212 33.5216301, 73.1552032 33.5221728, 73.1535494 33.5225166))"
grass,"POLYGON ((73.1508727 33.5236022, 73.1507082 33.5232417, 73.1521276 33.5229361, 73.1538244 33.5225716, 73.1517375 33.5233005, 73.1508727 33.5236022))"
construction,"POLYGON ((73.1559559 33.5224983, 73.1557604 33.5221512, 73.1563505 33.5220366, 73.1563505 33.5223021, 73.1562527 33.5224138, 73.1560717 33.5224802, 73.1559559 33.5224983))"
industrial,"POLYGON ((73.127124 33.5362427, 73.1275067 33.5365652, 73.1278979 33.5365884, 73.1281266 33.5366329, 73.1283361 33.5362481, 73.1278508 33.5360004, 73.1278081 33.5360378, 73.1277076 33.5359737, 73.127667 33.5360057, 73.1273806 33.5358917, 73.127124 33.5362427))"
grass,"POLYGON ((73.1308354 33.5345712, 73.1307193 33.5347554, 73.1314984 33.5347047, 73.1315094 33.5343363, 73.130863 33.5340692, 73.1297524 33.5331619, 73.1292496 33.5338942, 73.1295369 33.5340876, 73.1307249 33.5345389, 73.1308354 33.5345712))"
cemetery,"POLYGON ((73.1673045 33.5387962, 73.1668321 33.5388683, 73.1665438 33.5391049, 73.166413 33.5394801, 73.1664174 33.5396132, 73.1666547 33.5396557, 73.1669896 33.5395393, 73.1671004 33.5393101, 73.1672113 33.5392971, 73.1672845 33.5390106, 73.1673045 33.5387962))"
construction,"POLYGON ((73.1553358 33.5378612, 73.1531964 33.5377387, 73.1532733 33.5371241, 73.1531489 33.5364229, 73.1530945 33.5356942, 73.1537497 33.5354691, 73.1556447 33.5357048, 73.1553358 33.5378612))"
cemetery,"POLYGON ((73.1452324 33.5360515, 73.1443166 33.536472, 73.1441555 33.5367512, 73.1441428 33.5369597, 73.1445752 33.537193, 73.1452493 33.5372495, 73.1456012 33.53714, 73.1455334 33.5369103, 73.1452324 33.5360515))"
education,"POLYGON ((73.1410297 33.5382347, 73.1409286 33.5389325, 73.1415014 33.5390621, 73.1424552 33.5385868, 73.1424967 33.5383449, 73.1410297 33.5382347))"
industrial,"POLYGON ((73.1274828 33.5410217, 73.127822 33.5406656, 73.1276165 33.540508, 73.1279361 33.5402009, 73.1283568 33.5406249, 73.1278441 33.5409997, 73.1276394 33.5411494, 73.1274828 33.5410217))"
brownfield,"POLYGON ((73.1113902 33.5424212, 73.1112134 33.5419281, 73.1123131 33.5416542, 73.1124788 33.5421164, 73.1124599 33.5421547, 73.1113902 33.5424212))"
construction,"POLYGON ((73.1120148 33.5449453, 73.1126527 33.5446329, 73.1130729 33.5444686, 73.1132668 33.5443737, 73.1131869 33.5442179, 73.1130196 33.5437445, 73.1123152 33.5445066, 73.1119138 33.5448744, 73.1120148 33.5449453))"
commercial,"POLYGON ((73.1559035 33.5262583, 73.1558576 33.5251744, 73.1565056 33.5251326, 73.1565683 33.5262269, 73.1559035 33.5262583))"
commercial,"POLYGON ((73.1613169 33.5204575, 73.1612214 33.5201741, 73.1636518 33.5195791, 73.1637445 33.5198017, 73.1618648 33.5203451, 73.1613169 33.5204575))"
construction,"POLYGON ((73.165223 33.5188135, 73.1656733 33.5191491, 73.1660417 33.519041, 73.1671198 33.5180853, 73.1678908 33.517397, 73.1687436 33.5168339, 73.169385 33.5165551, 73.1691326 33.515992, 73.167495 33.5169021, 73.1663897 33.5177099, 73.165223 33.5188135))"
commercial,"POLYGON ((73.1695079 33.5164939, 73.1692449 33.5159128, 73.173075 33.5146123, 73.1735522 33.5150732, 73.1732352 33.5153015, 73.1732189 33.5153132, 73.1733477 33.5154521, 73.1695761 33.5167844, 73.1695079 33.5164939))"
grass,"POLYGON ((73.1580725 33.5348797, 73.1593172 33.5348225, 73.1593012 33.5344601, 73.1580725 33.5348797))"
construction,"POLYGON ((73.1672344 33.5218056, 73.1668498 33.5218365, 73.1668591 33.5210021, 73.1671695 33.5210291, 73.1672344 33.5218056))"
grass,"POLYGON ((73.1721834 33.5241191, 73.1723437 33.5241253, 73.1724956 33.5229915, 73.1721349 33.5229905, 73.1721834 33.5241191))"
grass,"POLYGON ((73.1698062 33.5302678, 73.1697605 33.5294463, 73.1703419 33.5294238, 73.1703876 33.5302453, 73.1698062 33.5302678))"
grass,"POLYGON ((73.1493318 33.5335645, 73.1493686 33.5342733, 73.149395 33.5348471, 73.1498633 33.5347298, 73.1495689 33.5344833, 73.1494952 33.5342816, 73.149495 33.5341909, 73.149757 33.534076, 73.15035 33.5339074, 73.1496536 33.5336334, 73.1494123 33.5335587, 73.1493318 33.5335645))"
industrial,"POLYGON ((72.8554063 33.6919949, 72.8556646 33.6932844, 72.8562875 33.6935625, 72.8573815 33.6968872, 72.8579437 33.6967481, 72.8583843 33.6977594, 72.8625323 33.6976709, 72.8619397 33.6942072, 72.8634 33.6941218, 72.8638815 33.6949366, 72.865073 33.6950995, 72.8695045 33.6950181, 72.8695208 33.6923767, 72.8693902 33.6924106, 72.8691291 33.6925464, 72.8687863 33.6922205, 72.8655709 33.6923699, 72.8654403 33.6908217, 72.8652362 33.6901087, 72.8607313 33.6904822, 72.8595969 33.6905637, 72.8588706 33.6906927, 72.8574914 33.6909847, 72.8564223 33.6913514, 72.8553695 33.6918674, 72.8554063 33.6919949))"
industrial,"POLYGON ((73.1964191 33.5483881, 73.19609 33.5491698, 73.1960227 33.5498423, 73.1967376 33.5501373, 73.197856 33.5504824, 73.1981462 33.5501727, 73.1982878 33.549742, 73.1984966 33.5490607, 73.1964191 33.5483881))"
farmyard,"POLYGON ((73.1935972 33.5545308, 73.1925849 33.5533416, 73.193154 33.5529621, 73.194272 33.554009, 73.1942964 33.5541208, 73.1938614 33.5543478, 73.1935972 33.5545308))"
industrial,"POLYGON ((73.1959718 33.5498694, 73.1961866 33.5510526, 73.1952713 33.5511304, 73.1949631 33.551434, 73.1948604 33.5515819, 73.1951125 33.5517998, 73.1949538 33.5520645, 73.1952246 33.5522357, 73.1948902 33.552625, 73.1955674 33.5528936, 73.1953339 33.5532789, 73.1979551 33.5520927, 73.197569 33.5512549, 73.1982041 33.5510058, 73.197856 33.5504824, 73.1959718 33.5498694))"
industrial,"POLYGON ((73.2005076 33.5499555, 73.1989765 33.5505117, 73.1995649 33.5513641, 73.2009851 33.5507021, 73.201956 33.5502818, 73.2019668 33.5501611, 73.2011353 33.5498795, 73.2008027 33.5497811, 73.2005076 33.5499555))"
construction,"POLYGON ((73.175665 33.5164707, 73.1756323 33.5160989, 73.1756907 33.515984, 73.1764519 33.5157231, 73.1764869 33.5157309, 73.1765873 33.5163364, 73.1765896 33.5163831, 73.175665 33.5164707))"
plant_nursery,"POLYGON ((73.1736684 33.5188735, 73.1730142 33.5182637, 73.1731697 33.5181477, 73.1738238 33.5187576, 73.1736684 33.5188735))"
grass,"POLYGON ((73.1749923 33.5189557, 73.1749353 33.5184628, 73.1751062 33.5183842, 73.175173 33.5184333, 73.1752653 33.5184153, 73.1752928 33.5183793, 73.1753065 33.5183645, 73.1756679 33.5184235, 73.1757131 33.5188918, 73.1756067 33.5188825, 73.1755578 33.5188594, 73.1755024 33.5188515, 73.1754525 33.5188583, 73.1754075 33.5188775, 73.1753717 33.5189073, 73.1753439 33.5189278, 73.1749923 33.5189557))"
grass,"POLYGON ((73.1760429 33.5186123, 73.1760255 33.5184701, 73.1762111 33.5184543, 73.1762285 33.5185965, 73.1760429 33.5186123))"
grass,"POLYGON ((73.1771844 33.5190156, 73.1776118 33.5189869, 73.1775619 33.5184711, 73.1771345 33.5184999, 73.1771844 33.5190156))"
grass,"POLYGON ((73.1768318 33.5187168, 73.1769676 33.5187057, 73.1769553 33.5186014, 73.1770857 33.5185907, 73.1770749 33.518499, 73.1768087 33.5185209, 73.1768318 33.5187168))"
grass,"POLYGON ((73.1764536 33.5190572, 73.1763986 33.518769, 73.1764587 33.5187094, 73.1766264 33.518543, 73.1767404 33.5185332, 73.176793 33.5189566, 73.1768012 33.5190228, 73.1765557 33.5190572, 73.1764536 33.5190572))"
grass,"POLYGON ((73.1762878 33.5189296, 73.1763033 33.5190766, 73.1751189 33.5191673, 73.1751086 33.5190096, 73.1753406 33.5189865, 73.1753708 33.5190659, 73.175451 33.5191155, 73.1755065 33.5191227, 73.1756243 33.5191003, 73.1756813 33.5190355, 73.1756635 33.5189903, 73.1757591 33.518962, 73.1762878 33.5189296))"
grass,"POLYGON ((73.1751467 33.5195279, 73.1751241 33.5192783, 73.1763921 33.5191986, 73.1764147 33.5194484, 73.1751467 33.5195279))"
grass,"POLYGON ((73.1752572 33.5202741, 73.175189 33.5195623, 73.1764444 33.5195034, 73.1765025 33.5201983, 73.1752572 33.5202741))"
grass,"POLYGON ((73.1757964 33.5170112, 73.1766495 33.5169531, 73.1767134 33.5174853, 73.1758777 33.5175264, 73.1757964 33.5170112))"
grass,"POLYGON ((73.1766155 33.5202061, 73.176519 33.519164, 73.1768086 33.5191462, 73.1769132 33.5201748, 73.1767282 33.5202039, 73.1766155 33.5202061))"
grass,"POLYGON ((73.1772969 33.5203614, 73.1772046 33.5193999, 73.1771922 33.5191216, 73.177382 33.5190862, 73.1775355 33.5202642, 73.1772969 33.5203614))"
grass,"POLYGON ((73.1748814 33.5183884, 73.1743329 33.5180005, 73.1743083 33.5176589, 73.1758396 33.5175356, 73.175895 33.5179183, 73.1754206 33.5179389, 73.1754107 33.5181121, 73.1748567 33.5181238, 73.1748814 33.5183884))"
residential,"POLYGON ((73.1525356 33.5376111, 73.1525608 33.5379923, 73.1530867 33.5380482, 73.1531342 33.5377154, 73.1531611 33.5369185, 73.1530339 33.5362598, 73.1528735 33.536251, 73.1524485 33.5362433, 73.1525982 33.5372611, 73.1525624 33.537518, 73.1525356 33.5376111))"
grass,"POLYGON ((73.1740898 33.5152044, 73.1742992 33.5155787, 73.1751391 33.5152519, 73.1749298 33.5148777, 73.1740898 33.5152044))"
grass,"POLYGON ((73.1749753 33.5148366, 73.1751753 33.5151716, 73.1760269 33.5148523, 73.1759396 33.5148252, 73.1757291 33.5148248, 73.1752279 33.5150215, 73.1750982 33.5147918, 73.1749753 33.5148366))"
grass,"POLYGON ((73.1737344 33.5150229, 73.1739314 33.5149321, 73.1738096 33.5147377, 73.1739702 33.5146923, 73.1738873 33.5145129, 73.1741957 33.514407, 73.1743253 33.5146404, 73.1746493 33.5145129, 73.1743902 33.5141067, 73.1732097 33.5145296, 73.1737344 33.5150229))"
grass,"POLYGON ((73.1742293 33.515035, 73.1741542 33.5149372, 73.1743701 33.5148614, 73.1743276 33.5147772, 73.1747012 33.5146429, 73.1748021 33.5148226, 73.1742293 33.515035))"
forest,"POLYGON ((73.166783 33.5553757, 73.1677116 33.5561221, 73.1685095 33.5549566, 73.168525 33.5548645, 73.1683391 33.5543266, 73.1683391 33.5540844, 73.1686095 33.5537211, 73.1686162 33.5536705, 73.1685434 33.5534358, 73.1682851 33.5532926, 73.166783 33.5553757))"
forest,"POLYGON ((73.1730044 33.5466837, 73.1747209 33.5471478, 73.1714054 33.551499, 73.1699188 33.5507966, 73.1730044 33.5466837))"
plant_nursery,"POLYGON ((73.1515614 33.5759948, 73.1523653 33.5762564, 73.1528289 33.5757895, 73.151934 33.575325, 73.1515614 33.5759948))"
construction,"POLYGON ((73.1585912 33.5680545, 73.1575235 33.5675267, 73.159993 33.5643313, 73.1601264 33.5634938, 73.1607045 33.5657024, 73.1588722 33.5681926, 73.1585912 33.5680545))"
construction,"POLYGON ((73.1644605 33.5701288, 73.1637123 33.5691628, 73.1611373 33.5684888, 73.1618383 33.5676519, 73.1626607 33.5684214, 73.1635437 33.5687584, 73.1640695 33.5691403, 73.1650941 33.569365, 73.1653508 33.5694703, 73.1655458 33.5695503, 73.1644605 33.5701288))"
construction,"POLYGON ((73.1570599 33.5814782, 73.1560325 33.580132, 73.1575736 33.5791905, 73.1586664 33.5804744, 73.1588065 33.5810191, 73.157583 33.5813537, 73.1574149 33.5811358, 73.1570599 33.5814782))"
construction,"POLYGON ((73.175852 33.5838436, 73.178187 33.5847618, 73.1803726 33.5822874, 73.1811945 33.5797974, 73.1733489 33.5801709, 73.1726951 33.5793928, 73.1713875 33.5794084, 73.1726951 33.5818672, 73.174395 33.582552, 73.175852 33.5838436))"
grass,"POLYGON ((73.1837716 33.5717928, 73.1838435 33.5714652, 73.1846274 33.5714372, 73.1848408 33.5714612, 73.1849031 33.5715051, 73.1849223 33.5717448, 73.1839658 33.5717768, 73.1837716 33.5717928))"
grass,"POLYGON ((73.1851564 33.5729418, 73.1851463 33.5725341, 73.1856351 33.5725796, 73.185973 33.5725584, 73.1861147 33.5725796, 73.1861334 33.57266, 73.185867 33.5731152, 73.1853143 33.5730614, 73.1851564 33.5729418))"
grass,"POLYGON ((73.1849873 33.5723493, 73.1849708 33.5720051, 73.1848854 33.5720143, 73.184778 33.5720762, 73.1847339 33.5722277, 73.1848138 33.5723034, 73.1848992 33.572347, 73.1849873 33.5723493))"
grass,"POLYGON ((73.1850941 33.5718893, 73.1851066 33.5718424, 73.1852339 33.5718059, 73.1853341 33.5717815, 73.1853675 33.5718459, 73.1853383 33.5718998, 73.1851985 33.5719015, 73.1850941 33.5718893))"
grass,"POLYGON ((73.1850983 33.5716633, 73.185067 33.5716285, 73.1851338 33.5715642, 73.1852527 33.571505, 73.1853383 33.5715294, 73.1853425 33.5715885, 73.1852527 33.5716546, 73.1850983 33.5716633))"
grass,"POLYGON ((73.194265 33.4979892, 73.1943581 33.4979908, 73.1944622 33.4979926, 73.1944622 33.498002, 73.1944622 33.4981282, 73.1946695 33.4981401, 73.1946776 33.4980756, 73.1947589 33.4980824, 73.1947839 33.4976952, 73.194263 33.4977027, 73.194265 33.4979892))"
grass,"POLYGON ((73.1941125 33.4979911, 73.1938997 33.4979967, 73.1938485 33.4979981, 73.193845 33.4979789, 73.1937795 33.497973, 73.1937611 33.497946, 73.1937664 33.4976848, 73.194263 33.4977027, 73.194265 33.4979892, 73.1941125 33.4979911))"
grass,"POLYGON ((73.1942955 33.498554, 73.1947344 33.4985614, 73.1947589 33.4980824, 73.1946776 33.4980756, 73.1946695 33.4981401, 73.1944622 33.4981282, 73.1944585 33.4982293, 73.1942723 33.4982195, 73.1942694 33.4982986, 73.1942372 33.4982975, 73.1942372 33.4985089, 73.1942902 33.4985171, 73.1942955 33.498554))"
grass,"POLYGON ((73.1941805 33.4985525, 73.1937239 33.4985466, 73.1937257 33.4983548, 73.193776 33.4983596, 73.1937831 33.4982711, 73.1938875 33.4981737, 73.1938997 33.4979967, 73.1941125 33.4979911, 73.1941179 33.4982114, 73.1942723 33.4982195, 73.1942694 33.4982986, 73.1942372 33.4982975, 73.1942372 33.4985089, 73.1942902 33.4985171, 73.1942955 33.498554, 73.1941805 33.4985525))"
grass,"POLYGON ((73.1941179 33.4982114, 73.1941125 33.4979911, 73.1943581 33.4979908, 73.1944622 33.498002, 73.1944585 33.4982293, 73.1941179 33.4982114))"
grass,"POLYGON ((73.1948847 33.4976729, 73.1949678 33.4980364, 73.1948659 33.4980397, 73.1948195 33.4980017, 73.1948287 33.497661, 73.1948847 33.4976729))"
plant_nursery,"POLYGON ((73.1926032 33.503143, 73.1932944 33.503716, 73.1929935 33.5041092, 73.1924813 33.503777, 73.1920259 33.5034549, 73.1926032 33.503143))"
construction,"POLYGON ((73.1792109 33.5175025, 73.1791241 33.5174844, 73.1788976 33.516074, 73.1790533 33.5160386, 73.1791878 33.5172926, 73.1792109 33.5175025))"
cemetery,"POLYGON ((73.1957372 33.5215589, 73.1955985 33.521451, 73.1953705 33.5211453, 73.1955092 33.5208936, 73.1960576 33.5204826, 73.1960884 33.5204441, 73.1962856 33.5205186, 73.196794 33.5208012, 73.1963585 33.5214053, 73.1961685 33.5213149, 73.195959 33.521433, 73.1957372 33.5215589))"
plant_nursery,"POLYGON ((73.2114279 33.5531406, 73.2109021 33.5540911, 73.2121574 33.5544614, 73.2124092 33.55398, 73.2130203 33.5542022, 73.213298 33.5536899, 73.2114279 33.5531406))"
plant_nursery,"POLYGON ((73.2147126 33.5542022, 73.2144386 33.5547392, 73.2144793 33.5548256, 73.2143682 33.5552083, 73.2148978 33.5553008, 73.2153607 33.5543812, 73.2147126 33.5542022))"
farmland,"POLYGON ((73.2281166 33.5599911, 73.2286565 33.5586568, 73.2305185 33.5591867, 73.2301616 33.5598958, 73.2292741 33.5597891, 73.2287251 33.5598348, 73.2281166 33.5599911))"
construction,"POLYGON ((73.2360238 33.6033552, 73.2365285 33.6031119, 73.2368561 33.6029275, 73.2370332 33.6025735, 73.2376973 33.6019835, 73.2382198 33.6017844, 73.2380958 33.6015262, 73.2372723 33.6012239, 73.2373786 33.6009731, 73.2374866 33.6005557, 73.23575 33.600099, 73.2349455 33.5988469, 73.2348682 33.5982029, 73.2354094 33.5982512, 73.2357573 33.5975428, 73.2363758 33.5971081, 73.2368892 33.596962, 73.2378556 33.598089, 73.2380578 33.5989683, 73.2382977 33.6000114, 73.2384808 33.6004565, 73.2396434 33.601002, 73.2401412 33.6017475, 73.2401147 33.602249, 73.2401235 33.6027357, 73.2396719 33.603134, 73.2395568 33.6038862, 73.2385474 33.6037682, 73.2379541 33.6031266, 73.2366791 33.6035544, 73.2360238 33.6033552))"
